transaction_id,authorisation_id,card_id,product_id,transaction_datetime,settlement_date,transaction_type,merchant_id,mcc_code,transaction_amount,currency,interchange_amount,scheme_fee_amount,processor_fee_amount,net_settlement_amount,transaction_status
TXN-000028543,AUTH-000032714,CARD-0006287,PRD-00015,2026-01-04 13:15:15,2026-01-04,Purchase,MER-5964-1976,5964,75.31,GBP,0.3903,0.0768,0.1341,74.71,Settled
TXN-000028544,AUTH-000032715,CARD-0006088,PRD-00015,2026-01-04 04:32:47,2026-01-06,Purchase,MER-4511-7355,4511,19.64,GBP,0.0498,0.0105,0.1035,19.48,Settled
TXN-000028545,AUTH-000032716,CARD-0006126,PRD-00015,2026-01-04 02:29:08,2026-01-05,Purchase,MER-5651-4855,5651,24.84,GBP,0.3202,0.0273,0.0405,24.45,Settled
TXN-000028546,AUTH-000032717,CARD-0006245,PRD-00015,2026-01-04 05:21:17,2026-01-05,Purchase,MER-5651-4855,5651,51.4,GBP,0.4156,0.0864,0.0845,50.81,Settled
TXN-000028547,AUTH-000032718,CARD-0006160,PRD-00015,2026-01-04 14:31:10,2026-01-05,Purchase,MER-5964-1976,5964,46.95,GBP,0.396,0.1401,0.1478,46.27,Settled
TXN-000028548,AUTH-000032719,CARD-0006276,PRD-00015,2026-01-04 09:51:04,2026-01-04,Purchase,MER-4121-2373,4121,5.29,GBP,0.0115,0.0138,0.0621,5.2,Settled
TXN-000028549,AUTH-000032720,CARD-0006376,PRD-00015,2026-01-04 14:29:43,2026-01-05,Purchase,MER-6051-3440,6051,23.99,GBP,0.0547,0.0579,0.0329,23.84,Settled
TXN-000028550,AUTH-000032721,CARD-0006282,PRD-00015,2026-01-05 19:55:20,2026-01-07,Purchase,MER-8220-1093,8220,59.63,GBP,0.7647,0.0794,0.0612,58.72,Settled
TXN-000028551,AUTH-000032723,CARD-0006137,PRD-00015,2026-01-05 18:57:18,2026-01-07,Purchase,MER-4814-5844,4814,19.72,GBP,0.2001,0.059,0.0783,19.38,Settled
TXN-000028552,AUTH-000032724,CARD-0006292,PRD-00015,2026-01-05 21:33:50,2026-01-08,Purchase,MER-5964-8191,5964,105.85,GBP,0.4716,0.0951,0.1257,105.16,Settled
TXN-000028553,AUTH-000032725,CARD-0006371,PRD-00015,2026-01-05 06:55:59,2026-01-07,Purchase,MER-5411-3745,5411,23.85,GBP,0.3543,0.0208,0.0854,23.39,Settled
TXN-000028554,AUTH-000032726,CARD-0006365,PRD-00015,2026-01-05 01:40:40,2026-01-05,Purchase,MER-8220-1093,8220,68.47,GBP,0.435,0.1241,0.0867,67.82,Settled
TXN-000028555,AUTH-000032727,CARD-0006249,PRD-00015,2026-01-05 03:10:37,2026-01-06,Purchase,MER-7011-4383,7011,77.13,GBP,0.3173,0.0716,0.0851,76.66,Settled
TXN-000028556,AUTH-000032728,CARD-0006185,PRD-00015,2026-01-05 06:15:26,2026-01-06,Purchase,MER-5734-9401,5734,25.74,GBP,0.2932,0.0202,0.0366,25.39,Settled
TXN-000028557,AUTH-000032729,CARD-0006363,PRD-00015,2026-01-05 10:47:08,2026-01-05,Purchase,MER-5651-4855,5651,44.48,GBP,0.5198,0.0738,0.1274,43.76,Settled
TXN-000028558,AUTH-000032730,CARD-0006234,PRD-00015,2026-01-05 23:36:11,2026-01-07,Purchase,MER-5732-2321,5732,4.26,GBP,0.0374,0.0039,0.1162,4.1,Settled
TXN-000028559,AUTH-000032731,CARD-0006220,PRD-00015,2026-01-05 13:33:04,2026-01-05,Purchase,MER-8011-1419,8011,30.32,GBP,0.3641,0.0502,0.1225,29.78,Settled
TXN-000028560,AUTH-000032732,CARD-0006141,PRD-00015,2026-01-05 15:42:33,2026-01-05,Purchase,MER-6051-6516,6051,35.96,GBP,0.5585,0.0656,0.0291,35.31,Settled
TXN-000028561,AUTH-000032733,CARD-0006279,PRD-00015,2026-01-05 22:07:13,2026-01-07,Purchase,MER-8011-7504,8011,17.32,GBP,0.2412,0.0152,0.1472,16.92,Settled
TXN-000028562,AUTH-000032735,CARD-0006118,PRD-00015,2026-01-05 02:52:13,2026-01-07,Purchase,MER-5812-8517,5812,7.46,GBP,0.0472,0.0121,0.0569,7.34,Settled
TXN-000028563,AUTH-000032736,CARD-0006132,PRD-00015,2026-01-05 05:10:33,2026-01-05,Purchase,MER-4900-9383,4900,81.69,GBP,0.8162,0.0729,0.0341,80.77,Settled
TXN-000028564,AUTH-000032737,CARD-0006209,PRD-00015,2026-01-05 00:06:39,2026-01-07,Purchase,MER-4900-9383,4900,17.58,GBP,0.3147,0.0153,0.1197,17.13,Settled
TXN-000028565,AUTH-000032738,CARD-0006350,PRD-00015,2026-01-05 04:00:12,2026-01-05,Purchase,MER-5964-1976,5964,49.28,GBP,0.6429,0.0399,0.1027,48.49,Settled
TXN-000028566,AUTH-000032739,CARD-0006386,PRD-00015,2026-01-06 16:58:26,2026-01-06,Purchase,MER-5541-2498,5541,55.99,GBP,0.4375,0.1671,0.0918,55.29,Settled
TXN-000028567,AUTH-000032740,CARD-0006315,PRD-00015,2026-01-06 23:28:34,2026-01-09,Purchase,MER-5311-2389,5311,51.54,GBP,0.4386,0.0334,0.0761,50.99,Settled
TXN-000028568,AUTH-000032741,CARD-0006093,PRD-00015,2026-01-06 18:07:28,2026-01-07,ATM Withdrawal,MER-6011-9644,6011,19.74,GBP,0.2331,0.0185,0.1348,19.35,Settled
TXN-000028569,AUTH-000032742,CARD-0006226,PRD-00015,2026-01-06 13:49:44,2026-01-08,Purchase,MER-8011-7504,8011,19.63,GBP,0.2072,0.0528,0.1286,19.24,Settled
TXN-000028570,AUTH-000032743,CARD-0006236,PRD-00015,2026-01-06 18:04:24,2026-01-07,Purchase,MER-4900-9383,4900,14.8,GBP,0.1402,0.0433,0.0236,14.59,Settled
TXN-000028571,AUTH-000032744,CARD-0006233,PRD-00015,2026-01-06 12:38:16,2026-01-07,Purchase,MER-5734-9401,5734,12.88,GBP,0.1294,0.0154,0.1069,12.63,Settled
TXN-000028572,AUTH-000032746,CARD-0006291,PRD-00015,2026-01-06 16:02:33,2026-01-07,Purchase,MER-5411-6841,5411,74.27,GBP,0.7703,0.1061,0.075,73.32,Settled
TXN-000028573,AUTH-000032747,CARD-0006261,PRD-00015,2026-01-06 13:51:25,2026-01-07,Purchase,MER-5734-9401,5734,187.46,GBP,1.1264,0.1174,0.0343,186.18,Settled
TXN-000028574,AUTH-000032748,CARD-0006316,PRD-00015,2026-01-06 15:24:19,2026-01-06,Purchase,MER-4900-7182,4900,14.73,GBP,0.1989,0.0299,0.0563,14.44,Settled
TXN-000028575,AUTH-000032749,CARD-0006123,PRD-00015,2026-01-06 05:21:55,2026-01-08,Purchase,MER-5200-4423,5200,33.66,GBP,0.247,0.0173,0.034,33.36,Settled
TXN-000028576,AUTH-000032750,CARD-0006157,PRD-00015,2026-01-06 10:52:20,2026-01-07,Purchase,MER-4900-9233,4900,56.86,GBP,0.3186,0.1427,0.023,56.38,Settled
TXN-000028577,AUTH-000032751,CARD-0006146,PRD-00015,2026-01-06 18:05:23,2026-01-06,Purchase,MER-4511-7355,4511,96.62,GBP,0.8343,0.1889,0.0229,95.57,Settled
TXN-000028578,AUTH-000032753,CARD-0006183,PRD-00015,2026-01-06 01:50:04,2026-01-07,Purchase,MER-5411-1932,5411,20.84,GBP,0.0624,0.0209,0.1478,20.61,Settled
TXN-000028579,AUTH-000032754,CARD-0006093,PRD-00015,2026-01-06 00:35:32,2026-01-06,Purchase,MER-5732-2321,5732,24.27,GBP,0.2697,0.0184,0.11,23.87,Settled
TXN-000028580,AUTH-000032755,CARD-0006191,PRD-00015,2026-01-06 04:40:24,2026-01-06,Purchase,MER-5311-2389,5311,13.21,GBP,0.2049,0.0171,0.1303,12.86,Settled
TXN-000028581,AUTH-000032756,CARD-0006356,PRD-00015,2026-01-06 03:50:02,2026-01-07,Purchase,MER-8011-7504,8011,15.28,GBP,0.2436,0.0161,0.0713,14.95,Settled
TXN-000028582,AUTH-000032757,CARD-0006164,PRD-00015,2026-01-06 20:03:32,2026-01-08,Reversal,MER-6051-6516,6051,8.81,GBP,0.1379,0.0192,0.1276,8.53,Reversed
TXN-000028583,AUTH-000032758,CARD-0006316,PRD-00015,2026-01-06 22:52:01,2026-01-08,Purchase,MER-4814-8963,4814,71.4,GBP,0.9964,0.1413,0.1238,70.14,Settled
TXN-000028584,AUTH-000032759,CARD-0006180,PRD-00015,2026-01-06 20:13:52,2026-01-07,Purchase,MER-4121-5773,4121,19.63,GBP,0.0565,0.0115,0.143,19.42,Settled
TXN-000028585,AUTH-000032760,CARD-0006287,PRD-00015,2026-01-06 00:16:14,2026-01-06,Purchase,MER-4121-5773,4121,14.71,GBP,0.1111,0.0113,0.073,14.51,Settled
TXN-000028586,AUTH-000032761,CARD-0006166,PRD-00015,2026-01-06 22:06:26,2026-01-07,Purchase,MER-5812-3730,5812,9.83,GBP,0.153,0.0084,0.0398,9.63,Settled
TXN-000028587,AUTH-000032762,CARD-0006106,PRD-00015,2026-01-07 01:53:29,2026-01-07,Purchase,MER-5411-3745,5411,4.15,GBP,0.0683,0.0124,0.109,3.96,Settled
TXN-000028588,AUTH-000032763,CARD-0006372,PRD-00015,2026-01-07 01:47:01,2026-01-08,Purchase,MER-5541-4915,5541,41.9,GBP,0.7007,0.0642,0.1214,41.01,Settled
TXN-000028589,AUTH-000032764,CARD-0006248,PRD-00015,2026-01-07 09:34:27,2026-01-08,Purchase,MER-5311-2389,5311,34.26,GBP,0.4798,0.0671,0.0623,33.65,Settled
TXN-000028590,AUTH-000032766,CARD-0006116,PRD-00015,2026-01-07 13:13:06,2026-01-08,Purchase,MER-7011-3492,7011,29.01,GBP,0.4739,0.0722,0.085,28.38,Settled
TXN-000028591,AUTH-000032767,CARD-0006381,PRD-00015,2026-01-07 09:47:50,2026-01-08,Purchase,MER-6051-6516,6051,31.65,GBP,0.5172,0.0627,0.1048,30.97,Settled
TXN-000028592,AUTH-000032768,CARD-0006089,PRD-00015,2026-01-07 16:11:28,2026-01-07,Purchase,MER-5999-6712,5999,8.29,GBP,0.0464,0.006,0.0861,8.15,Settled
TXN-000028593,AUTH-000032769,CARD-0006196,PRD-00015,2026-01-07 10:58:21,2026-01-07,ATM Withdrawal,MER-6011-5763,6011,48.11,GBP,0.2827,0.0825,0.1144,47.63,Settled
TXN-000028594,AUTH-000032770,CARD-0006268,PRD-00015,2026-01-07 14:07:16,2026-01-07,Purchase,MER-4814-8963,4814,114.6,GBP,0.8397,0.1382,0.1207,113.5,Settled
TXN-000028595,AUTH-000032772,CARD-0006311,PRD-00015,2026-01-07 06:30:43,2026-01-07,Purchase,MER-6051-6516,6051,22.81,GBP,0.3472,0.0315,0.0822,22.35,Settled
TXN-000028596,AUTH-000032773,CARD-0006194,PRD-00015,2026-01-07 15:43:51,2026-01-08,Purchase,MER-8011-7504,8011,12.73,GBP,0.1654,0.0147,0.0851,12.46,Settled
TXN-000028597,AUTH-000032776,CARD-0006214,PRD-00015,2026-01-07 18:30:57,2026-01-08,Purchase,MER-5541-8321,5541,31.96,GBP,0.4017,0.0296,0.0988,31.43,Settled
TXN-000028598,AUTH-000032777,CARD-0006348,PRD-00015,2026-01-07 22:34:17,2026-01-09,Purchase,MER-7832-7947,7832,17.06,GBP,0.2297,0.0131,0.0955,16.72,Settled
TXN-000028599,AUTH-000032778,CARD-0006180,PRD-00015,2026-01-07 11:32:54,2026-01-07,Purchase,MER-5732-2321,5732,91.92,GBP,0.4045,0.1254,0.059,91.33,Settled
TXN-000028600,AUTH-000032779,CARD-0006382,PRD-00015,2026-01-08 00:16:23,2026-01-09,Purchase,MER-5200-4423,5200,52.26,GBP,0.6054,0.1115,0.1482,51.39,Settled
TXN-000028601,AUTH-000032780,CARD-0006141,PRD-00015,2026-01-08 10:13:14,2026-01-09,Purchase,MER-5311-2389,5311,10.31,GBP,0.1853,0.0258,0.0544,10.04,Settled
TXN-000028602,AUTH-000032781,CARD-0006261,PRD-00015,2026-01-08 19:48:02,2026-01-10,Purchase,MER-4511-6984,4511,49.85,GBP,0.4717,0.1127,0.1103,49.16,Settled
TXN-000028603,AUTH-000032782,CARD-0006336,PRD-00015,2026-01-08 05:41:43,2026-01-09,Purchase,MER-5734-9401,5734,9.48,GBP,0.1567,0.0112,0.0937,9.22,Settled
TXN-000028604,AUTH-000032783,CARD-0006221,PRD-00015,2026-01-08 09:28:24,2026-01-08,Purchase,MER-5732-2321,5732,41.28,GBP,0.1798,0.074,0.0629,40.96,Settled
TXN-000028605,AUTH-000032784,CARD-0006307,PRD-00015,2026-01-08 08:55:30,2026-01-10,Purchase,MER-5311-8236,5311,13.94,GBP,0.2056,0.0363,0.0525,13.65,Settled
TXN-000028606,AUTH-000032785,CARD-0006378,PRD-00015,2026-01-08 07:26:55,2026-01-09,Purchase,MER-5541-2498,5541,217.6,GBP,0.6834,0.1343,0.1236,216.66,Settled
TXN-000028607,AUTH-000032786,CARD-0006099,PRD-00015,2026-01-08 15:52:56,2026-01-10,Purchase,MER-4121-2373,4121,41.08,GBP,0.2924,0.0966,0.1206,40.57,Settled
TXN-000028608,AUTH-000032787,CARD-0006259,PRD-00015,2026-01-08 23:46:24,2026-01-10,Purchase,MER-8011-1419,8011,57.64,GBP,0.79,0.1399,0.1183,56.59,Settled
TXN-000028609,AUTH-000032788,CARD-0006303,PRD-00015,2026-01-08 02:01:20,2026-01-08,Purchase,MER-5732-3674,5732,16.85,GBP,0.2493,0.0502,0.1062,16.44,Settled
TXN-000028610,AUTH-000032789,CARD-0006217,PRD-00015,2026-01-08 08:02:44,2026-01-09,Purchase,MER-5999-6712,5999,54.18,GBP,0.4303,0.1502,0.0581,53.54,Settled
TXN-000028611,AUTH-000032790,CARD-0006299,PRD-00015,2026-01-08 19:32:38,2026-01-09,Purchase,MER-8011-1419,8011,24.44,GBP,0.0535,0.0648,0.0624,24.26,Settled
TXN-000028612,AUTH-000032791,CARD-0006330,PRD-00015,2026-01-08 01:53:26,2026-01-09,Purchase,MER-5411-8259,5411,21.05,GBP,0.3469,0.0115,0.1497,20.54,Settled
TXN-000028613,AUTH-000032792,CARD-0006319,PRD-00015,2026-01-08 04:10:46,2026-01-09,Purchase,MER-4900-9233,4900,38.1,GBP,0.0861,0.0689,0.1389,37.81,Settled
TXN-000028614,AUTH-000032793,CARD-0006089,PRD-00015,2026-01-08 15:21:35,2026-01-08,Purchase,MER-7011-3492,7011,7.61,GBP,0.0561,0.0211,0.1393,7.39,Settled
TXN-000028615,AUTH-000032794,CARD-0006213,PRD-00015,2026-01-08 02:18:18,2026-01-09,Purchase,MER-5812-3730,5812,15.53,GBP,0.1391,0.0165,0.1314,15.24,Settled
TXN-000028616,AUTH-000032795,CARD-0006299,PRD-00015,2026-01-09 05:32:24,2026-01-10,Purchase,MER-4900-9383,4900,13.19,GBP,0.0423,0.0286,0.1228,13.0,Settled
TXN-000028617,AUTH-000032796,CARD-0006335,PRD-00015,2026-01-09 18:13:25,2026-01-09,Purchase,MER-6051-6516,6051,24.43,GBP,0.0724,0.0604,0.0961,24.2,Settled
TXN-000028618,AUTH-000032797,CARD-0006246,PRD-00015,2026-01-09 02:16:19,2026-01-11,Purchase,MER-4121-5773,4121,10.71,GBP,0.0489,0.0301,0.1394,10.49,Settled
TXN-000028619,AUTH-000032798,CARD-0006324,PRD-00015,2026-01-09 19:21:23,2026-01-10,Purchase,MER-5964-1976,5964,7.37,GBP,0.0484,0.0192,0.1353,7.17,Settled
TXN-000028620,AUTH-000032799,CARD-0006178,PRD-00015,2026-01-09 00:14:38,2026-01-09,Purchase,MER-5411-6841,5411,14.21,GBP,0.1047,0.0107,0.1354,13.96,Settled
TXN-000028621,AUTH-000032800,CARD-0006331,PRD-00015,2026-01-09 20:21:52,2026-01-11,Purchase,MER-5964-8191,5964,31.04,GBP,0.3801,0.0444,0.0435,30.57,Settled
TXN-000028622,AUTH-000032802,CARD-0006109,PRD-00015,2026-01-09 12:52:19,2026-01-10,Purchase,MER-7011-3492,7011,24.7,GBP,0.1914,0.0544,0.036,24.42,Settled
TXN-000028623,AUTH-000032803,CARD-0006136,PRD-00015,2026-01-09 15:42:27,2026-01-09,Purchase,MER-4511-6984,4511,121.39,GBP,0.7595,0.3368,0.0585,120.24,Settled
TXN-000028624,AUTH-000032804,CARD-0006266,PRD-00015,2026-01-09 18:49:02,2026-01-10,Purchase,MER-5812-3477,5812,39.88,GBP,0.614,0.0985,0.0522,39.12,Settled
TXN-000028625,AUTH-000032805,CARD-0006302,PRD-00015,2026-01-09 17:33:54,2026-01-10,Purchase,MER-5541-8568,5541,53.04,GBP,0.2646,0.097,0.1435,52.53,Settled
TXN-000028626,AUTH-000032807,CARD-0006194,PRD-00015,2026-01-09 19:52:32,2026-01-10,Purchase,MER-5411-8259,5411,24.65,GBP,0.1007,0.039,0.0246,24.49,Settled
TXN-000028627,AUTH-000032808,CARD-0006202,PRD-00015,2026-01-10 07:22:46,2026-01-10,Purchase,MER-5311-2389,5311,33.72,GBP,0.4271,0.0979,0.021,33.17,Settled
TXN-000028628,AUTH-000032809,CARD-0006272,PRD-00015,2026-01-10 18:28:32,2026-01-10,Purchase,MER-6051-3440,6051,32.42,GBP,0.2703,0.094,0.0884,31.97,Settled
TXN-000028629,AUTH-000032810,CARD-0006350,PRD-00015,2026-01-10 12:54:35,2026-01-11,Purchase,MER-4511-7980,4511,15.99,GBP,0.0865,0.0208,0.0392,15.84,Settled
TXN-000028630,AUTH-000032812,CARD-0006154,PRD-00015,2026-01-10 18:03:06,2026-01-11,Purchase,MER-4900-7182,4900,36.95,GBP,0.302,0.0985,0.0211,36.53,Settled
TXN-000028631,AUTH-000032813,CARD-0006141,PRD-00015,2026-01-10 15:42:53,2026-01-11,Purchase,MER-6051-6516,6051,32.91,GBP,0.1275,0.0546,0.1243,32.6,Settled
TXN-000028632,AUTH-000032814,CARD-0006342,PRD-00015,2026-01-10 04:13:54,2026-01-10,Purchase,MER-7011-2627,7011,72.19,GBP,0.7225,0.1589,0.0615,71.25,Settled
TXN-000028633,AUTH-000032815,CARD-0006357,PRD-00015,2026-01-10 07:52:37,2026-01-10,Purchase,MER-7011-2627,7011,17.35,GBP,0.2932,0.0192,0.0365,17.0,Settled
TXN-000028634,AUTH-000032816,CARD-0006264,PRD-00015,2026-01-11 20:56:50,2026-01-11,Purchase,MER-4900-9383,4900,69.29,GBP,1.1592,0.1334,0.0682,67.93,Settled
TXN-000028635,AUTH-000032817,CARD-0006277,PRD-00015,2026-01-11 13:09:09,2026-01-12,Purchase,MER-4900-7182,4900,32.73,GBP,0.2695,0.0605,0.0545,32.35,Settled
TXN-000028636,AUTH-000032818,CARD-0006378,PRD-00015,2026-01-11 17:55:30,2026-01-11,Purchase,MER-4814-8963,4814,17.78,GBP,0.1018,0.0438,0.0492,17.59,Settled
TXN-000028637,AUTH-000032819,CARD-0006102,PRD-00015,2026-01-11 23:09:41,2026-01-13,Purchase,MER-5732-2321,5732,24.46,GBP,0.3654,0.0246,0.0396,24.03,Settled
TXN-000028638,AUTH-000032821,CARD-0006124,PRD-00015,2026-01-11 23:53:29,2026-01-12,Purchase,MER-4511-7355,4511,8.99,GBP,0.126,0.0187,0.0431,8.8,Settled
TXN-000028639,AUTH-000032822,CARD-0006151,PRD-00015,2026-01-11 08:24:02,2026-01-11,Purchase,MER-5651-6982,5651,49.39,GBP,0.5338,0.0672,0.097,48.69,Settled
TXN-000028640,AUTH-000032823,CARD-0006300,PRD-00015,2026-01-11 02:14:42,2026-01-13,Purchase,MER-5411-8259,5411,18.46,GBP,0.1512,0.0111,0.1397,18.16,Settled
TXN-000028641,AUTH-000032824,CARD-0006253,PRD-00015,2026-01-11 00:33:07,2026-01-12,Purchase,MER-5200-5853,5200,8.24,GBP,0.0508,0.0067,0.0272,8.16,Settled
TXN-000028642,AUTH-000032825,CARD-0006199,PRD-00015,2026-01-12 23:34:22,2026-01-15,Purchase,MER-8011-1419,8011,11.21,GBP,0.1294,0.0297,0.0599,10.99,Settled
TXN-000028643,AUTH-000032826,CARD-0006352,PRD-00015,2026-01-12 14:48:43,2026-01-12,Purchase,MER-5311-8236,5311,15.53,GBP,0.248,0.0411,0.0992,15.14,Settled
TXN-000028644,AUTH-000032828,CARD-0006328,PRD-00015,2026-01-12 21:45:37,2026-01-14,Purchase,MER-7832-7947,7832,11.66,GBP,0.1572,0.0216,0.1037,11.38,Settled
TXN-000028645,AUTH-000032829,CARD-0006171,PRD-00015,2026-01-12 19:26:29,2026-01-13,Purchase,MER-5200-5853,5200,32.64,GBP,0.1057,0.0175,0.0474,32.47,Settled
TXN-000028646,AUTH-000032830,CARD-0006177,PRD-00015,2026-01-12 07:33:04,2026-01-12,Purchase,MER-5999-6712,5999,55.27,GBP,0.5569,0.1272,0.1267,54.46,Settled
TXN-000028647,AUTH-000032831,CARD-0006179,PRD-00015,2026-01-12 01:25:26,2026-01-14,Purchase,MER-7011-3492,7011,64.88,GBP,0.946,0.1669,0.1363,63.63,Settled
TXN-000028648,AUTH-000032832,CARD-0006258,PRD-00015,2026-01-12 10:24:05,2026-01-12,Purchase,MER-5999-6712,5999,38.57,GBP,0.0848,0.1033,0.0738,38.31,Settled
TXN-000028649,AUTH-000032833,CARD-0006101,PRD-00015,2026-01-12 23:50:08,2026-01-13,ATM Withdrawal,MER-6011-5763,6011,20.15,GBP,0.1734,0.0146,0.0343,19.93,Settled
TXN-000028650,AUTH-000032834,CARD-0006230,PRD-00015,2026-01-12 06:24:41,2026-01-14,Purchase,MER-5411-8259,5411,34.74,GBP,0.2794,0.0648,0.0245,34.37,Settled
TXN-000028651,AUTH-000032835,CARD-0006187,PRD-00015,2026-01-12 07:32:02,2026-01-12,Refund,MER-7832-9582,7832,-27.86,GBP,0.1489,0.0712,0.1098,-27.86,Settled
TXN-000028652,AUTH-000032836,CARD-0006195,PRD-00015,2026-01-12 08:12:47,2026-01-12,Purchase,MER-7832-7947,7832,60.74,GBP,1.0221,0.1163,0.0547,59.55,Settled
TXN-000028653,AUTH-000032837,CARD-0006381,PRD-00015,2026-01-12 06:05:12,2026-01-12,Purchase,MER-5541-2498,5541,29.4,GBP,0.1342,0.0723,0.1015,29.09,Settled
TXN-000028654,AUTH-000032840,CARD-0006202,PRD-00015,2026-01-12 09:02:36,2026-01-14,Purchase,MER-8220-1093,8220,45.08,GBP,0.6784,0.1155,0.0872,44.2,Settled
TXN-000028655,AUTH-000032841,CARD-0006088,PRD-00015,2026-01-12 02:00:57,2026-01-14,Purchase,MER-4511-7980,4511,6.15,GBP,0.0528,0.0044,0.1486,5.94,Settled
TXN-000028656,AUTH-000032842,CARD-0006349,PRD-00015,2026-01-12 12:58:33,2026-01-13,Purchase,MER-5812-3477,5812,16.23,GBP,0.1537,0.0237,0.1108,15.94,Settled
TXN-000028657,AUTH-000032843,CARD-0006132,PRD-00015,2026-01-12 17:55:19,2026-01-14,Purchase,MER-6051-6516,6051,19.21,GBP,0.1125,0.0414,0.1048,18.95,Settled
TXN-000028658,AUTH-000032844,CARD-0006183,PRD-00015,2026-01-12 16:07:51,2026-01-14,Purchase,MER-5964-8191,5964,36.2,GBP,0.0752,0.0816,0.1469,35.9,Settled
TXN-000028659,AUTH-000032845,CARD-0006119,PRD-00015,2026-01-13 12:29:41,2026-01-14,Purchase,MER-5541-4915,5541,19.64,GBP,0.1901,0.0348,0.1479,19.27,Settled
TXN-000028660,AUTH-000032846,CARD-0006340,PRD-00015,2026-01-13 11:35:55,2026-01-14,Purchase,MER-8220-6692,8220,15.88,GBP,0.0756,0.0279,0.0834,15.69,Settled
TXN-000028661,AUTH-000032847,CARD-0006142,PRD-00015,2026-01-13 10:50:56,2026-01-14,Purchase,MER-7832-9582,7832,6.34,GBP,0.0475,0.0153,0.1314,6.15,Settled
TXN-000028662,AUTH-000032848,CARD-0006099,PRD-00015,2026-01-13 17:33:23,2026-01-13,Purchase,MER-5812-8504,5812,19.15,GBP,0.1808,0.0112,0.147,18.81,Settled
TXN-000028663,AUTH-000032849,CARD-0006158,PRD-00015,2026-01-13 22:11:43,2026-01-14,Purchase,MER-8011-7504,8011,102.96,GBP,0.4284,0.2115,0.1135,102.21,Settled
TXN-000028664,AUTH-000032850,CARD-0006240,PRD-00015,2026-01-13 05:17:47,2026-01-15,Purchase,MER-5964-8191,5964,45.65,GBP,0.7244,0.0845,0.0732,44.77,Settled
TXN-000028665,AUTH-000032851,CARD-0006164,PRD-00015,2026-01-13 18:56:16,2026-01-15,Purchase,MER-4511-6984,4511,30.76,GBP,0.2574,0.0386,0.0885,30.38,Settled
TXN-000028666,AUTH-000032852,CARD-0006300,PRD-00015,2026-01-13 14:37:20,2026-01-13,Purchase,MER-5964-8191,5964,84.2,GBP,0.699,0.1784,0.0237,83.3,Settled
TXN-000028667,AUTH-000032853,CARD-0006156,PRD-00015,2026-01-13 14:42:12,2026-01-13,Purchase,MER-8220-6692,8220,16.53,GBP,0.0544,0.0363,0.0645,16.37,Settled
TXN-000028668,AUTH-000032854,CARD-0006321,PRD-00015,2026-01-13 01:36:11,2026-01-14,Purchase,MER-5651-6982,5651,16.17,GBP,0.1074,0.0468,0.0493,15.97,Settled
TXN-000028669,AUTH-000032855,CARD-0006213,PRD-00015,2026-01-13 01:46:09,2026-01-14,Purchase,MER-5732-2321,5732,196.83,GBP,0.5555,0.5199,0.0316,195.72,Settled
TXN-000028670,AUTH-000032856,CARD-0006289,PRD-00015,2026-01-13 20:39:18,2026-01-13,Refund,MER-8220-1093,8220,-43.03,GBP,0.5375,0.1169,0.0995,-43.03,Settled
TXN-000028671,AUTH-000032857,CARD-0006089,PRD-00015,2026-01-13 04:51:09,2026-01-13,Purchase,MER-5812-8517,5812,20.14,GBP,0.192,0.0214,0.0692,19.86,Settled
TXN-000028672,AUTH-000032858,CARD-0006317,PRD-00015,2026-01-13 16:10:25,2026-01-14,Purchase,MER-6051-6516,6051,32.7,GBP,0.5204,0.0528,0.0429,32.08,Settled
TXN-000028673,AUTH-000032859,CARD-0006315,PRD-00015,2026-01-13 17:30:26,2026-01-14,Purchase,MER-6051-3440,6051,14.75,GBP,0.0812,0.0412,0.126,14.5,Settled
TXN-000028674,AUTH-000032860,CARD-0006295,PRD-00015,2026-01-13 06:06:23,2026-01-15,Purchase,MER-5812-8517,5812,5.74,GBP,0.0744,0.0123,0.1424,5.51,Settled
TXN-000028675,AUTH-000032861,CARD-0006214,PRD-00015,2026-01-13 14:23:27,2026-01-14,Purchase,MER-5651-4855,5651,21.02,GBP,0.2851,0.0435,0.1306,20.56,Settled
TXN-000028676,AUTH-000032862,CARD-0006302,PRD-00015,2026-01-14 15:57:03,2026-01-15,Purchase,MER-7011-2627,7011,25.97,GBP,0.2517,0.0619,0.0923,25.56,Settled
TXN-000028677,AUTH-000032863,CARD-0006215,PRD-00015,2026-01-14 12:06:55,2026-01-16,Purchase,MER-5200-4423,5200,13.54,GBP,0.1498,0.0256,0.1073,13.26,Settled
TXN-000028678,AUTH-000032864,CARD-0006222,PRD-00015,2026-01-14 06:42:48,2026-01-16,Purchase,MER-5999-9885,5999,8.39,GBP,0.1017,0.0227,0.1207,8.14,Settled
TXN-000028679,AUTH-000032865,CARD-0006368,PRD-00015,2026-01-14 22:08:09,2026-01-16,Reversal,MER-4511-6984,4511,7.67,GBP,0.1311,0.02,0.1086,7.41,Reversed
TXN-000028680,AUTH-000032866,CARD-0006311,PRD-00015,2026-01-14 13:10:32,2026-01-15,Purchase,MER-5541-2498,5541,8.23,GBP,0.1387,0.0181,0.0436,8.03,Settled
TXN-000028681,AUTH-000032867,CARD-0006352,PRD-00015,2026-01-14 07:59:55,2026-01-14,Purchase,MER-5734-2587,5734,28.48,GBP,0.1182,0.0242,0.1157,28.22,Settled
