card_id,product_id,cardholder_ref,card_type,issue_date,activation_date,expiry_date,card_status
CARD-0003681,PRD-00009,CH-A19F2485,Virtual,2026-05-12,2026-05-14,2031-05-12,Active
CARD-0003682,PRD-00009,CH-5C230306,Physical,2026-05-01,2026-05-02,2029-05-01,Active
CARD-0003683,PRD-00009,CH-32F9B771,Virtual,2026-05-05,2026-05-09,2030-05-05,Active
CARD-0003684,PRD-00009,CH-380CC838,Physical,2026-05-13,2026-05-16,2031-05-13,Closed
CARD-0003685,PRD-00009,CH-2C9DE90A,Virtual,2026-05-25,2026-05-30,2031-05-25,Active
CARD-0003686,PRD-00009,CH-3EF7839F,Virtual,2026-05-19,2026-05-19,2031-05-19,Active
CARD-0003687,PRD-00009,CH-2D1368F3,Physical,2026-05-10,2026-05-13,2030-05-10,Active
CARD-0003688,PRD-00009,CH-19E79A3D,Physical,2026-05-27,2026-05-29,2030-05-27,Expired
CARD-0003689,PRD-00009,CH-23226464,Virtual,2026-05-27,2026-05-29,2031-05-27,Active
CARD-0003690,PRD-00009,CH-E2901D96,Virtual,2026-05-21,2026-05-24,2029-05-21,Active
CARD-0003691,PRD-00009,CH-35D21DEA,Physical,2026-05-09,2026-05-10,2029-05-09,Active
CARD-0003692,PRD-00009,CH-5EA0C503,Physical,2026-05-27,2026-05-30,2030-05-27,Active
CARD-0003693,PRD-00009,CH-2BDE3C78,Virtual,2026-05-02,2026-05-06,2029-05-02,Active
CARD-0003694,PRD-00009,CH-CC8CC291,Physical,2026-05-27,2026-05-31,2031-05-27,Closed
CARD-0003695,PRD-00009,CH-6F082598,Virtual,2026-05-28,2026-06-01,2031-05-28,Active
CARD-0003696,PRD-00009,CH-1E559419,Physical,2026-05-22,2026-05-26,2029-05-22,Active
CARD-0003697,PRD-00009,CH-217BC29E,Physical,2026-05-22,2026-05-23,2031-05-22,Active
CARD-0003698,PRD-00009,CH-8855817D,Physical,2026-05-13,2026-05-17,2031-05-13,Active
CARD-0003699,PRD-00009,CH-516546CA,Virtual,2026-05-21,2026-05-21,2029-05-21,Active
CARD-0003700,PRD-00009,CH-A2DA43A7,Virtual,2026-05-11,2026-05-11,2031-05-11,Active
CARD-0003701,PRD-00009,CH-C3595DC2,Virtual,2026-05-04,2026-05-05,2029-05-04,Closed
CARD-0003702,PRD-00009,CH-DABC47CE,Virtual,2026-06-22,2026-06-23,2030-06-22,Active
CARD-0003703,PRD-00009,CH-26087B53,Virtual,2026-06-14,2026-06-14,2029-06-14,Active
CARD-0003704,PRD-00009,CH-A1243BEA,Physical,2026-06-25,2026-06-25,2030-06-25,Active
CARD-0003705,PRD-00009,CH-205F9619,Physical,2026-06-05,2026-06-06,2029-06-05,Blocked
CARD-0003706,PRD-00009,CH-95866982,Physical,2026-06-03,2026-06-06,2030-06-03,Closed
CARD-0003707,PRD-00009,CH-BA303CCE,Virtual,2026-06-11,2026-06-15,2029-06-11,Active
CARD-0003708,PRD-00009,CH-CA7ECB33,Virtual,2026-06-04,2026-06-04,2030-06-04,Active
CARD-0003709,PRD-00009,CH-2ADCECB5,Virtual,2026-06-12,2026-06-13,2029-06-12,Active
CARD-0003710,PRD-00009,CH-E1E669E5,Physical,2026-06-18,2026-06-18,2030-06-18,Active
CARD-0003711,PRD-00009,CH-5FCFE711,Physical,2026-06-06,2026-06-09,2029-06-06,Active
CARD-0003712,PRD-00009,CH-2DD2D8C0,Virtual,2026-06-25,2026-06-28,2031-06-25,Active
CARD-0003713,PRD-00009,CH-868592D2,Virtual,2026-06-26,2026-06-27,2030-06-26,Active
CARD-0003714,PRD-00009,CH-F4AC27EF,Virtual,2026-06-06,2026-06-10,2029-06-06,Active
CARD-0003715,PRD-00009,CH-94C8A69D,Physical,2026-06-24,2026-06-29,2031-06-24,Active
CARD-0003716,PRD-00009,CH-CA665DA6,Virtual,2026-06-25,2026-06-28,2030-06-25,Active
CARD-0003717,PRD-00009,CH-350B0860,Physical,2026-06-11,2026-06-11,2031-06-11,Active
CARD-0003718,PRD-00009,CH-73BB84E5,Virtual,2026-06-15,2026-06-15,2029-06-15,Active
CARD-0003719,PRD-00009,CH-37F5C238,Virtual,2026-06-22,2026-06-27,2030-06-22,Active
CARD-0003720,PRD-00009,CH-6088825E,Virtual,2026-06-27,2026-06-27,2029-06-27,Closed
CARD-0003721,PRD-00009,CH-D7A998EA,Physical,2026-06-05,2026-06-09,2029-06-05,Active
CARD-0003722,PRD-00009,CH-15B2C2B4,Virtual,2026-06-05,2026-06-05,2030-06-05,Active
CARD-0003723,PRD-00009,CH-4B88445A,Virtual,2026-06-20,2026-06-21,2029-06-20,Active
CARD-0003724,PRD-00009,CH-3AECEAF8,Virtual,2026-06-10,2026-06-10,2031-06-10,Blocked
CARD-0003725,PRD-00009,CH-83239BA9,Virtual,2026-06-28,2026-07-03,2029-06-28,Active
CARD-0003726,PRD-00009,CH-737EA52F,Virtual,2026-06-05,2026-06-06,2031-06-05,Active
CARD-0003727,PRD-00009,CH-5E15433B,Physical,2026-06-09,2026-06-13,2030-06-09,Blocked
CARD-0003728,PRD-00009,CH-45E49A9E,Virtual,2026-06-12,2026-06-15,2029-06-12,Active
CARD-0003729,PRD-00009,CH-71127F4B,Virtual,2026-06-01,2026-06-02,2029-06-01,Closed
CARD-0003730,PRD-00009,CH-136D6CCE,Physical,2026-06-23,2026-06-25,2029-06-23,Blocked
CARD-0003731,PRD-00009,CH-4B658517,Virtual,2026-06-04,2026-06-06,2029-06-04,Closed
CARD-0003732,PRD-00010,CH-8BF160DF,Physical,2024-08-04,2024-08-05,2027-08-04,Active
CARD-0003733,PRD-00010,CH-46C3C90C,Physical,2024-08-02,2024-08-07,2028-08-02,Active
CARD-0003734,PRD-00010,CH-1E5BC68B,Virtual,2024-08-18,2024-08-22,2029-08-18,Blocked
CARD-0003735,PRD-00010,CH-8BC85D37,Virtual,2024-08-22,2024-08-22,2028-08-22,Active
CARD-0003736,PRD-00010,CH-ACD3D56F,Virtual,2024-08-10,2024-08-12,2028-08-10,Active
CARD-0003737,PRD-00010,CH-BEC62BBE,Physical,2024-08-24,2024-08-28,2027-08-24,Active
CARD-0003738,PRD-00010,CH-D86F4BB4,Physical,2024-08-01,2024-08-04,2027-08-01,Expired
CARD-0003739,PRD-00010,CH-9AA1F98B,Physical,2024-08-26,2024-08-28,2028-08-26,Active
CARD-0003740,PRD-00010,CH-DAE13A7F,Physical,2024-08-06,2024-08-06,2029-08-06,Closed
CARD-0003741,PRD-00010,CH-8B0A4802,Physical,2024-08-11,2024-08-16,2027-08-11,Active
CARD-0003742,PRD-00010,CH-C523B4E9,Physical,2024-08-26,2024-08-27,2027-08-26,Active
CARD-0003743,PRD-00010,CH-58BCE5E4,Virtual,2024-08-24,2024-08-24,2029-08-24,Active
CARD-0003744,PRD-00010,CH-F220EEB5,Physical,2024-08-22,2024-08-25,2029-08-22,Blocked
CARD-0003745,PRD-00010,CH-C1FF9427,Physical,2024-08-18,2024-08-22,2027-08-18,Active
CARD-0003746,PRD-00010,CH-A7728290,Virtual,2024-09-22,2024-09-24,2028-09-22,Active
CARD-0003747,PRD-00010,CH-F394C60D,Virtual,2024-09-05,2024-09-09,2028-09-05,Closed
CARD-0003748,PRD-00010,CH-3A42958B,Physical,2024-09-10,2024-09-15,2028-09-10,Active
CARD-0003749,PRD-00010,CH-35BA5E93,Virtual,2024-09-14,2024-09-14,2028-09-14,Active
CARD-0003750,PRD-00010,CH-9645DEC1,Virtual,2024-09-04,2024-09-09,2028-09-04,Active
CARD-0003751,PRD-00010,CH-77FF3C31,Physical,2024-09-05,2024-09-10,2029-09-05,Active
CARD-0003752,PRD-00010,CH-5735773C,Physical,2024-09-08,2024-09-09,2027-09-08,Active
CARD-0003753,PRD-00010,CH-D8867545,Virtual,2024-09-24,2024-09-25,2027-09-24,Active
CARD-0003754,PRD-00010,CH-F1224F43,Physical,2024-09-07,2024-09-12,2028-09-07,Closed
CARD-0003755,PRD-00010,CH-704D628F,Physical,2024-09-07,2024-09-10,2029-09-07,Active
CARD-0003756,PRD-00010,CH-07B4E684,Physical,2024-09-04,2024-09-05,2028-09-04,Active
CARD-0003757,PRD-00010,CH-DFAE1803,Virtual,2024-09-24,2024-09-26,2029-09-24,Active
CARD-0003758,PRD-00010,CH-BCE0CAEF,Virtual,2024-09-14,2024-09-17,2028-09-14,Active
CARD-0003759,PRD-00010,CH-A8AA454E,Physical,2024-09-22,2024-09-23,2027-09-22,Blocked
CARD-0003760,PRD-00010,CH-39B9C13A,Physical,2024-09-13,2024-09-16,2028-09-13,Active
CARD-0003761,PRD-00010,CH-C0AC1C00,Virtual,2024-10-16,2024-10-16,2028-10-16,Active
CARD-0003762,PRD-00010,CH-B0C5D3D5,Physical,2024-10-14,2024-10-19,2028-10-14,Active
CARD-0003763,PRD-00010,CH-9642B052,Virtual,2024-10-15,2024-10-15,2029-10-15,Active
CARD-0003764,PRD-00010,CH-083ED925,Physical,2024-10-10,2024-10-13,2027-10-10,Active
CARD-0003765,PRD-00010,CH-FA2C9E79,Physical,2024-10-25,2024-10-29,2027-10-25,Active
CARD-0003766,PRD-00010,CH-9174F53B,Physical,2024-10-15,2024-10-18,2028-10-15,Active
CARD-0003767,PRD-00010,CH-E9EBA9FE,Virtual,2024-10-07,2024-10-10,2029-10-07,Blocked
CARD-0003768,PRD-00010,CH-641118EC,Virtual,2024-10-09,2024-10-10,2027-10-09,Active
CARD-0003769,PRD-00010,CH-F2DD85F6,Virtual,2024-10-01,2024-10-02,2027-10-01,Active
CARD-0003770,PRD-00010,CH-62ED5403,Physical,2024-10-18,2024-10-18,2029-10-18,Active
CARD-0003771,PRD-00010,CH-542EF29E,Virtual,2024-10-09,2024-10-14,2029-10-09,Active
CARD-0003772,PRD-00010,CH-A395B867,Virtual,2024-10-04,2024-10-09,2028-10-04,Blocked
CARD-0003773,PRD-00010,CH-2BE26BD1,Physical,2024-10-13,2024-10-14,2027-10-13,Active
CARD-0003774,PRD-00010,CH-2D798F3E,Physical,2024-10-10,2024-10-15,2028-10-10,Active
CARD-0003775,PRD-00010,CH-9A760EA9,Physical,2024-10-16,2024-10-18,2029-10-16,Active
CARD-0003776,PRD-00010,CH-32F194D8,Virtual,2024-10-25,2024-10-29,2029-10-25,Active
CARD-0003777,PRD-00010,CH-62C9F4FC,Physical,2024-11-11,2024-11-11,2027-11-11,Active
CARD-0003778,PRD-00010,CH-4A85E443,Virtual,2024-11-24,2024-11-26,2028-11-24,Active
CARD-0003779,PRD-00010,CH-7464D6F2,Virtual,2024-11-23,2024-11-28,2028-11-23,Active
CARD-0003780,PRD-00010,CH-02D3FB7E,Virtual,2024-11-27,2024-11-27,2029-11-27,Active
CARD-0003781,PRD-00010,CH-E8E977F0,Physical,2024-11-13,2024-11-15,2028-11-13,Active
CARD-0003782,PRD-00010,CH-FD561B27,Physical,2024-11-02,2024-11-06,2028-11-02,Active
CARD-0003783,PRD-00010,CH-6B1D20B9,Physical,2024-11-11,2024-11-16,2028-11-11,Active
CARD-0003784,PRD-00010,CH-639509C4,Physical,2024-11-03,2024-11-04,2027-11-03,Active
CARD-0003785,PRD-00010,CH-34DBDA6B,Virtual,2024-11-14,2024-11-18,2027-11-14,Active
CARD-0003786,PRD-00010,CH-4F4C3F0B,Virtual,2024-11-24,2024-11-29,2027-11-24,Active
CARD-0003787,PRD-00010,CH-AA2FD9D1,Physical,2024-11-05,2024-11-07,2027-11-05,Active
CARD-0003788,PRD-00010,CH-9339304B,Virtual,2024-11-04,2024-11-04,2027-11-04,Active
CARD-0003789,PRD-00010,CH-33F60730,Virtual,2024-11-09,2024-11-10,2029-11-09,Active
CARD-0003790,PRD-00010,CH-757E2B43,Physical,2024-11-03,2024-11-03,2028-11-03,Expired
CARD-0003791,PRD-00010,CH-FDB7C107,Physical,2024-11-26,2024-11-26,2028-11-26,Active
CARD-0003792,PRD-00010,CH-D317D8C9,Physical,2024-11-16,2024-11-21,2029-11-16,Active
CARD-0003793,PRD-00010,CH-3F30EA12,Virtual,2024-11-25,2024-11-26,2029-11-25,Active
CARD-0003794,PRD-00010,CH-91B8FF07,Physical,2024-11-26,2024-11-26,2028-11-26,Expired
CARD-0003795,PRD-00010,CH-76733597,Virtual,2024-12-17,2024-12-17,2029-12-17,Active
CARD-0003796,PRD-00010,CH-1752815C,Virtual,2024-12-14,2024-12-17,2029-12-14,Active
CARD-0003797,PRD-00010,CH-EB3CC270,Physical,2024-12-18,2024-12-23,2029-12-18,Active
CARD-0003798,PRD-00010,CH-D7B73862,Physical,2024-12-19,2024-12-20,2027-12-19,Active
CARD-0003799,PRD-00010,CH-641E7F8C,Physical,2024-12-27,2025-01-01,2027-12-27,Active
CARD-0003800,PRD-00010,CH-D98F5E83,Physical,2024-12-06,2024-12-07,2027-12-06,Blocked
CARD-0003801,PRD-00010,CH-2DF8D4A8,Virtual,2024-12-10,2024-12-11,2028-12-10,Active
CARD-0003802,PRD-00010,CH-6E9C92BA,Physical,2024-12-20,2024-12-22,2027-12-20,Active
CARD-0003803,PRD-00010,CH-A8B97820,Virtual,2024-12-21,2024-12-22,2028-12-21,Blocked
CARD-0003804,PRD-00010,CH-1874ED7D,Physical,2024-12-23,2024-12-26,2027-12-23,Blocked
CARD-0003805,PRD-00010,CH-0B2D983A,Physical,2024-12-13,2024-12-17,2027-12-13,Active
CARD-0003806,PRD-00010,CH-286E3F0A,Virtual,2024-12-06,2024-12-06,2029-12-06,Blocked
CARD-0003807,PRD-00010,CH-89A92AF3,Physical,2024-12-03,2024-12-06,2027-12-03,Active
CARD-0003808,PRD-00010,CH-11162039,Physical,2024-12-04,2024-12-06,2028-12-04,Active
CARD-0003809,PRD-00010,CH-E6F8DAC3,Virtual,2024-12-23,2024-12-26,2029-12-23,Active
CARD-0003810,PRD-00010,CH-69498671,Physical,2024-12-06,2024-12-09,2029-12-06,Active
CARD-0003811,PRD-00010,CH-1F08F855,Virtual,2025-01-14,2025-01-16,2028-01-14,Active
CARD-0003812,PRD-00010,CH-C161B06C,Physical,2025-01-11,2025-01-12,2029-01-11,Active
CARD-0003813,PRD-00010,CH-C78E0272,Virtual,2025-01-13,2025-01-13,2029-01-13,Active
CARD-0003814,PRD-00010,CH-2A32E553,Physical,2025-01-28,2025-01-28,2030-01-28,Active
CARD-0003815,PRD-00010,CH-0B6D35D7,Physical,2025-01-08,2025-01-12,2030-01-08,Active
CARD-0003816,PRD-00010,CH-A38CC35F,Physical,2025-01-16,2025-01-16,2029-01-16,Expired
CARD-0003817,PRD-00010,CH-763F56AC,Physical,2025-01-17,2025-01-18,2028-01-17,Active
CARD-0003818,PRD-00010,CH-663B4427,Physical,2025-01-08,2025-01-09,2028-01-08,Active
CARD-0003819,PRD-00010,CH-09AB99A3,Physical,2025-01-18,2025-01-20,2030-01-18,Active
CARD-0003820,PRD-00010,CH-B5878D33,Physical,2025-01-09,2025-01-09,2029-01-09,Active
CARD-0003821,PRD-00010,CH-AB987D93,Physical,2025-01-14,2025-01-15,2029-01-14,Blocked
CARD-0003822,PRD-00010,CH-761B7E11,Physical,2025-01-26,2025-01-30,2028-01-26,Active
CARD-0003823,PRD-00010,CH-A832A228,Virtual,2025-01-05,2025-01-10,2030-01-05,Active
CARD-0003824,PRD-00010,CH-700EA842,Virtual,2025-01-21,2025-01-24,2030-01-21,Active
CARD-0003825,PRD-00010,CH-4775D7AB,Virtual,2025-01-06,2025-01-06,2030-01-06,Active
CARD-0003826,PRD-00010,CH-D6A7AA06,Physical,2025-01-02,2025-01-07,2028-01-02,Active
CARD-0003827,PRD-00010,CH-2D5F60D9,Physical,2025-01-01,2025-01-01,2028-01-01,Active
CARD-0003828,PRD-00010,CH-BDCF6FD4,Physical,2025-01-23,2025-01-26,2028-01-23,Active
CARD-0003829,PRD-00010,CH-ABE05B22,Physical,2025-01-26,2025-01-31,2030-01-26,Active
CARD-0003830,PRD-00010,CH-45F3DC5A,Physical,2025-01-24,2025-01-26,2030-01-24,Active
CARD-0003831,PRD-00010,CH-2D8D7DB8,Virtual,2025-01-11,2025-01-13,2029-01-11,Active
CARD-0003832,PRD-00010,CH-E4872E77,Physical,2025-02-09,2025-02-13,2028-02-09,Active
CARD-0003833,PRD-00010,CH-712AB8EB,Virtual,2025-02-22,2025-02-25,2030-02-22,Active
CARD-0003834,PRD-00010,CH-A2819FCE,Virtual,2025-02-17,2025-02-21,2028-02-17,Active
CARD-0003835,PRD-00010,CH-A99C37B3,Virtual,2025-02-20,2025-02-20,2028-02-20,Active
CARD-0003836,PRD-00010,CH-1A50A93C,Physical,2025-02-17,2025-02-21,2029-02-17,Active
CARD-0003837,PRD-00010,CH-71A91C81,Physical,2025-02-02,2025-02-05,2028-02-02,Active
CARD-0003838,PRD-00010,CH-0C754A17,Virtual,2025-02-12,2025-02-17,2030-02-12,Active
CARD-0003839,PRD-00010,CH-33A51AC6,Virtual,2025-02-17,2025-02-20,2029-02-17,Active
CARD-0003840,PRD-00010,CH-E8A44238,Physical,2025-02-19,2025-02-21,2028-02-19,Active
CARD-0003841,PRD-00010,CH-041B1878,Virtual,2025-02-17,2025-02-22,2028-02-17,Closed
CARD-0003842,PRD-00010,CH-03BA33A0,Physical,2025-02-02,2025-02-06,2029-02-02,Active
CARD-0003843,PRD-00010,CH-AE11D3C2,Physical,2025-02-13,2025-02-18,2030-02-13,Active
CARD-0003844,PRD-00010,CH-F5705436,Physical,2025-02-16,2025-02-19,2028-02-16,Active
CARD-0003845,PRD-00010,CH-D5DBCBEE,Virtual,2025-02-20,2025-02-20,2030-02-20,Active
CARD-0003846,PRD-00010,CH-B958D153,Physical,2025-02-25,2025-02-26,2030-02-25,Active
CARD-0003847,PRD-00010,CH-833334F6,Physical,2025-02-03,2025-02-03,2028-02-03,Active
CARD-0003848,PRD-00010,CH-529B20E0,Physical,2025-02-28,2025-03-04,2029-02-28,Active
CARD-0003849,PRD-00010,CH-9FEA97CC,Virtual,2025-03-17,2025-03-22,2030-03-17,Active
CARD-0003850,PRD-00010,CH-6522E8B9,Virtual,2025-03-06,2025-03-07,2030-03-06,Closed
CARD-0003851,PRD-00010,CH-3B7F1998,Physical,2025-03-17,2025-03-21,2028-03-17,Active
CARD-0003852,PRD-00010,CH-52C83BFC,Physical,2025-03-21,2025-03-22,2028-03-21,Active
CARD-0003853,PRD-00010,CH-A76C11CB,Virtual,2025-03-22,2025-03-26,2028-03-22,Active
CARD-0003854,PRD-00010,CH-3677F5B4,Virtual,2025-03-22,2025-03-25,2029-03-22,Active
CARD-0003855,PRD-00010,CH-A8702D97,Virtual,2025-03-10,2025-03-15,2028-03-10,Active
CARD-0003856,PRD-00010,CH-9FB886B2,Virtual,2025-03-05,2025-03-06,2029-03-05,Active
CARD-0003857,PRD-00010,CH-E2AD828B,Virtual,2025-03-04,2025-03-04,2029-03-04,Closed
CARD-0003858,PRD-00010,CH-C47DD678,Virtual,2025-03-15,2025-03-20,2028-03-15,Blocked
CARD-0003859,PRD-00010,CH-FD8FB938,Virtual,2025-03-13,2025-03-15,2028-03-13,Active
CARD-0003860,PRD-00010,CH-CA90001C,Physical,2025-03-28,2025-04-02,2028-03-28,Active
CARD-0003861,PRD-00010,CH-91B76C45,Physical,2025-03-22,2025-03-24,2029-03-22,Active
CARD-0003862,PRD-00010,CH-18412E07,Physical,2025-03-07,2025-03-10,2030-03-07,Active
CARD-0003863,PRD-00010,CH-A180F402,Virtual,2025-03-13,2025-03-15,2029-03-13,Active
CARD-0003864,PRD-00010,CH-ECAF8800,Physical,2025-03-17,2025-03-18,2030-03-17,Closed
CARD-0003865,PRD-00010,CH-2207CB65,Physical,2025-03-24,2025-03-26,2028-03-24,Active
CARD-0003866,PRD-00010,CH-C2FFD690,Virtual,2025-03-11,2025-03-15,2030-03-11,Closed
CARD-0003867,PRD-00010,CH-FA5F9E72,Virtual,2025-03-27,2025-03-27,2030-03-27,Active
CARD-0003868,PRD-00010,CH-11489054,Virtual,2025-03-10,2025-03-11,2030-03-10,Active
CARD-0003869,PRD-00010,CH-E97F995D,Virtual,2025-04-07,2025-04-08,2028-04-07,Active
CARD-0003870,PRD-00010,CH-82D29BF8,Virtual,2025-04-27,2025-05-02,2030-04-27,Active
CARD-0003871,PRD-00010,CH-80E022C8,Physical,2025-04-04,2025-04-04,2029-04-04,Active
CARD-0003872,PRD-00010,CH-03671560,Virtual,2025-04-03,2025-04-07,2028-04-03,Active
CARD-0003873,PRD-00010,CH-C249F59A,Physical,2025-04-15,2025-04-19,2030-04-15,Blocked
CARD-0003874,PRD-00010,CH-3C847821,Physical,2025-04-02,2025-04-06,2030-04-02,Closed
CARD-0003875,PRD-00010,CH-3E59034B,Virtual,2025-04-03,2025-04-04,2030-04-03,Active
CARD-0003876,PRD-00010,CH-2336D60B,Physical,2025-04-05,2025-04-05,2029-04-05,Active
CARD-0003877,PRD-00010,CH-33B70B63,Physical,2025-04-14,2025-04-18,2028-04-14,Active
CARD-0003878,PRD-00010,CH-A45CA94A,Virtual,2025-04-25,2025-04-28,2030-04-25,Active
CARD-0003879,PRD-00010,CH-B9ADD00A,Virtual,2025-04-04,2025-04-08,2029-04-04,Closed
CARD-0003880,PRD-00010,CH-71980A55,Physical,2025-04-24,2025-04-25,2030-04-24,Expired
CARD-0003881,PRD-00010,CH-225F52AB,Physical,2025-04-07,2025-04-11,2028-04-07,Closed
CARD-0003882,PRD-00010,CH-C976EC61,Physical,2025-04-04,2025-04-08,2029-04-04,Active
CARD-0003883,PRD-00010,CH-CAB21438,Physical,2025-04-05,2025-04-06,2030-04-05,Active
CARD-0003884,PRD-00010,CH-D00DCC4F,Virtual,2025-04-23,2025-04-25,2029-04-23,Active
CARD-0003885,PRD-00010,CH-3AA06694,Physical,2025-04-24,2025-04-29,2029-04-24,Blocked
CARD-0003886,PRD-00010,CH-57BD0CA8,Physical,2025-04-14,2025-04-17,2028-04-14,Expired
CARD-0003887,PRD-00010,CH-0DD7CAC2,Physical,2025-04-12,2025-04-12,2030-04-12,Active
CARD-0003888,PRD-00010,CH-FD063A58,Physical,2025-04-03,2025-04-07,2029-04-03,Active
CARD-0003889,PRD-00010,CH-B23F4738,Virtual,2025-04-21,2025-04-22,2030-04-21,Active
CARD-0003890,PRD-00010,CH-DF69A560,Virtual,2025-04-08,2025-04-08,2029-04-08,Active
CARD-0003891,PRD-00010,CH-2EFCD60C,Virtual,2025-05-19,2025-05-20,2028-05-19,Active
CARD-0003892,PRD-00010,CH-108ABB5C,Physical,2025-05-06,2025-05-10,2030-05-06,Active
CARD-0003893,PRD-00010,CH-F42323D9,Physical,2025-05-20,2025-05-23,2030-05-20,Active
CARD-0003894,PRD-00010,CH-FDF48930,Physical,2025-05-09,2025-05-09,2029-05-09,Active
CARD-0003895,PRD-00010,CH-2024C407,Virtual,2025-05-09,2025-05-10,2028-05-09,Active
CARD-0003896,PRD-00010,CH-8C813E53,Physical,2025-05-17,2025-05-19,2030-05-17,Active
CARD-0003897,PRD-00010,CH-3451CF94,Virtual,2025-05-21,2025-05-22,2028-05-21,Active
CARD-0003898,PRD-00010,CH-6D1E0D7D,Physical,2025-05-16,2025-05-20,2029-05-16,Active
CARD-0003899,PRD-00010,CH-2A064FD2,Physical,2025-05-23,2025-05-26,2028-05-23,Active
CARD-0003900,PRD-00010,CH-6C8C5D0E,Physical,2025-05-25,2025-05-25,2028-05-25,Closed
CARD-0003901,PRD-00010,CH-4D980202,Virtual,2025-05-17,2025-05-21,2028-05-17,Active
CARD-0003902,PRD-00010,CH-F7BCE0EF,Virtual,2025-05-03,2025-05-03,2028-05-03,Active
CARD-0003903,PRD-00010,CH-DCC7EB51,Physical,2025-05-11,2025-05-12,2030-05-11,Active
CARD-0003904,PRD-00010,CH-F37599AA,Virtual,2025-05-09,2025-05-13,2029-05-09,Active
CARD-0003905,PRD-00010,CH-60B217F9,Physical,2025-05-18,2025-05-21,2028-05-18,Active
CARD-0003906,PRD-00010,CH-6C35E33C,Physical,2025-05-21,2025-05-25,2029-05-21,Active
CARD-0003907,PRD-00010,CH-6EF54CEE,Virtual,2025-05-07,2025-05-12,2030-05-07,Blocked
CARD-0003908,PRD-00010,CH-F42973F5,Physical,2025-05-02,2025-05-06,2028-05-02,Active
CARD-0003909,PRD-00010,CH-C30DCC74,Physical,2025-05-15,2025-05-18,2028-05-15,Active
CARD-0003910,PRD-00010,CH-154EBF91,Physical,2025-05-28,2025-05-31,2030-05-28,Expired
CARD-0003911,PRD-00010,CH-4CDBF99E,Virtual,2025-05-02,2025-05-06,2028-05-02,Active
CARD-0003912,PRD-00010,CH-8D87B7BE,Virtual,2025-05-24,2025-05-27,2028-05-24,Active
CARD-0003913,PRD-00010,CH-61652FD3,Physical,2025-06-23,2025-06-27,2030-06-23,Active
CARD-0003914,PRD-00010,CH-48817B98,Physical,2025-06-12,2025-06-14,2030-06-12,Active
CARD-0003915,PRD-00010,CH-7B189D5D,Physical,2025-06-10,2025-06-15,2030-06-10,Active
CARD-0003916,PRD-00010,CH-B7014925,Physical,2025-06-15,2025-06-18,2029-06-15,Active
CARD-0003917,PRD-00010,CH-EA879F65,Virtual,2025-06-25,2025-06-29,2030-06-25,Active
CARD-0003918,PRD-00010,CH-DC956E31,Virtual,2025-06-19,2025-06-23,2029-06-19,Blocked
CARD-0003919,PRD-00010,CH-5FCF5C22,Virtual,2025-06-21,2025-06-21,2030-06-21,Active
CARD-0003920,PRD-00010,CH-6A7330B3,Virtual,2025-06-17,2025-06-21,2029-06-17,Active
CARD-0003921,PRD-00010,CH-BE006CCB,Physical,2025-06-13,2025-06-14,2030-06-13,Closed
CARD-0003922,PRD-00010,CH-4ECCB0AB,Physical,2025-06-11,2025-06-15,2030-06-11,Active
CARD-0003923,PRD-00010,CH-123C6A29,Physical,2025-06-10,2025-06-11,2030-06-10,Active
CARD-0003924,PRD-00010,CH-FE12ACE5,Physical,2025-06-07,2025-06-09,2028-06-07,Active
CARD-0003925,PRD-00010,CH-EEA00AF9,Virtual,2025-06-25,2025-06-28,2028-06-25,Active
CARD-0003926,PRD-00010,CH-C350BF4F,Physical,2025-06-19,2025-06-22,2030-06-19,Closed
CARD-0003927,PRD-00010,CH-C571F9AB,Virtual,2025-06-20,2025-06-21,2030-06-20,Active
CARD-0003928,PRD-00010,CH-593C73F2,Virtual,2025-06-13,2025-06-13,2030-06-13,Active
CARD-0003929,PRD-00010,CH-A28E0841,Physical,2025-06-21,2025-06-23,2029-06-21,Active
CARD-0003930,PRD-00010,CH-0EC5BAD7,Physical,2025-06-18,2025-06-20,2030-06-18,Active
CARD-0003931,PRD-00010,CH-6C8DE840,Virtual,2025-06-22,2025-06-27,2030-06-22,Active
CARD-0003932,PRD-00010,CH-7A4C38EF,Physical,2025-06-08,2025-06-10,2030-06-08,Active
CARD-0003933,PRD-00010,CH-5C85A58C,Virtual,2025-06-27,2025-07-02,2028-06-27,Expired
CARD-0003934,PRD-00010,CH-073BCA43,Virtual,2025-06-04,2025-06-06,2028-06-04,Expired
CARD-0003935,PRD-00010,CH-25DBBE8D,Physical,2025-07-01,2025-07-04,2030-07-01,Active
CARD-0003936,PRD-00010,CH-F1BB5D9B,Physical,2025-07-19,2025-07-22,2029-07-19,Active
CARD-0003937,PRD-00010,CH-3F569381,Virtual,2025-07-22,2025-07-26,2029-07-22,Active
CARD-0003938,PRD-00010,CH-A9A0758E,Physical,2025-07-13,2025-07-14,2029-07-13,Active
CARD-0003939,PRD-00010,CH-1DE20F2D,Virtual,2025-07-01,2025-07-01,2030-07-01,Active
CARD-0003940,PRD-00010,CH-B62C09BF,Physical,2025-07-22,2025-07-26,2030-07-22,Expired
CARD-0003941,PRD-00010,CH-B4C0FD18,Physical,2025-07-11,2025-07-13,2030-07-11,Active
